Year,Season,latitude,longitude,Hujan
1990,JAS,-8.0,123.5,39.130434782608695
1990,JAS,-8.0,123.75,35.869565217391305
1990,JAS,-8.0,124.0,43.47826086956522
1990,JAS,-8.0,124.25,44.565217391304344
1990,JAS,-8.0,124.5,44.565217391304344
1990,JAS,-8.0,124.75,44.565217391304344
1990,JAS,-8.0,125.0,38.04347826086957
1990,JAS,-8.0,125.25,19.565217391304348
1990,JAS,-8.0,125.5,13.043478260869565
1990,JFM,-11.5,118.0,84.44444444444444
1990,JFM,-11.5,118.25,80.0
1990,JFM,-11.5,118.5,83.33333333333334
1990,JFM,-11.5,118.75,83.33333333333334
1990,JFM,-11.5,119.0,83.33333333333334
1990,JFM,-11.5,119.25,81.11111111111111
1990,JFM,-11.5,119.5,83.33333333333334
1990,JFM,-11.5,119.75,84.44444444444444
1990,JFM,-11.5,120.0,81.11111111111111
1990,JFM,-11.5,120.25,78.88888888888889
1990,JFM,-11.5,120.5,80.0
1990,JFM,-11.5,120.75,83.33333333333334
1990,JFM,-11.5,121.0,84.44444444444444
1990,JFM,-11.5,121.25,83.33333333333334
1990,JFM,-11.5,121.5,77.77777777777779
1990,JFM,-11.5,121.75,78.88888888888889
1990,JFM,-11.5,122.0,81.11111111111111
1990,JFM,-11.5,122.25,81.11111111111111
1990,JFM,-11.5,122.5,76.66666666666667
1990,JFM,-11.5,122.75,77.77777777777779
1990,JFM,-11.5,123.0,77.77777777777779
1990,JFM,-11.5,123.25,76.66666666666667
1990,JFM,-11.5,123.5,75.55555555555556
1990,JFM,-11.5,123.75,73.33333333333333
1990,JFM,-11.5,124.0,74.44444444444444
1990,JFM,-11.5,124.25,73.33333333333333
1990,JFM,-11.5,124.5,76.66666666666667
1990,JFM,-11.5,124.75,73.33333333333333
1990,JFM,-11.5,125.0,74.44444444444444
1990,JFM,-11.5,125.25,74.44444444444444
1990,JFM,-11.5,125.5,71.11111111111111
1990,JFM,-11.25,118.0,84.44444444444444
1990,JFM,-11.25,118.25,82.22222222222221
1990,JFM,-11.25,118.5,84.44444444444444
1990,JFM,-11.25,118.75,84.44444444444444
1990,JFM,-11.25,119.0,85.55555555555556
1990,JFM,-11.25,119.25,84.44444444444444
1990,JFM,-11.25,119.5,82.22222222222221
1990,JFM,-11.25,119.75,82.22222222222221
1990,JFM,-11.25,120.0,83.33333333333334
1990,JFM,-11.25,120.25,80.0
1990,JFM,-11.25,120.5,82.22222222222221
1990,JFM,-11.25,120.75,82.22222222222221
1990,JFM,-11.25,121.0,84.44444444444444
1990,JFM,-11.25,121.25,83.33333333333334
1990,JFM,-11.25,121.5,82.22222222222221
1990,JFM,-11.25,121.75,82.22222222222221
1990,JFM,-11.25,122.0,80.0
1990,JFM,-11.25,122.25,82.22222222222221
1990,JFM,-11.25,122.5,76.66666666666667
1990,JFM,-11.25,122.75,78.88888888888889
1990,JFM,-11.25,123.0,80.0
1990,JFM,-11.25,123.25,80.0
1990,JFM,-11.25,123.5,80.0
1990,JFM,-11.25,123.75,76.66666666666667
1990,JFM,-11.25,124.0,77.77777777777779
1990,JFM,-11.25,124.25,73.33333333333333
1990,JFM,-11.25,124.5,74.44444444444444
1990,JFM,-11.25,124.75,71.11111111111111
1990,JFM,-11.25,125.0,72.22222222222221
1990,JFM,-11.25,125.25,71.11111111111111
1990,JFM,-11.25,125.5,73.33333333333333
1990,JFM,-11.0,118.0,84.44444444444444
1990,JFM,-11.0,118.25,83.33333333333334
1990,JFM,-11.0,118.5,84.44444444444444
1990,JFM,-11.0,118.75,84.44444444444444
1990,JFM,-11.0,119.0,84.44444444444444
1990,JFM,-11.0,119.25,84.44444444444444
1990,JFM,-11.0,119.5,81.11111111111111
1990,JFM,-11.0,119.75,80.0
1990,JFM,-11.0,120.0,80.0
1990,JFM,-11.0,120.25,82.22222222222221
1990,JFM,-11.0,120.5,83.33333333333334
1990,JFM,-11.0,120.75,85.55555555555556
1990,JFM,-11.0,121.0,85.55555555555556
1990,JFM,-11.0,121.25,83.33333333333334
1990,JFM,-11.0,121.5,84.44444444444444
1990,JFM,-11.0,121.75,85.55555555555556
1990,JFM,-11.0,122.0,86.66666666666667
1990,JFM,-11.0,122.25,84.44444444444444
1990,JFM,-11.0,122.5,81.11111111111111
1990,JFM,-11.0,122.75,84.44444444444444
1990,JFM,-11.0,123.0,85.55555555555556
1990,JFM,-11.0,123.25,84.44444444444444
1990,JFM,-11.0,123.5,81.11111111111111
1990,JFM,-11.0,123.75,76.66666666666667
1990,JFM,-11.0,124.0,81.11111111111111
1990,JFM,-11.0,124.25,80.0
1990,JFM,-11.0,124.5,77.77777777777779
1990,JFM,-11.0,124.75,77.77777777777779
1990,JFM,-11.0,125.0,76.66666666666667
1990,JFM,-11.0,125.25,74.44444444444444
1990,JFM,-11.0,125.5,72.22222222222221
1990,JFM,-10.75,118.0,87.77777777777777
1990,JFM,-10.75,118.25,87.77777777777777
1990,JFM,-10.75,118.5,88.88888888888889
1990,JFM,-10.75,118.75,85.55555555555556
1990,JFM,-10.75,119.0,85.55555555555556
1990,JFM,-10.75,119.25,85.55555555555556
1990,JFM,-10.75,119.5,84.44444444444444
1990,JFM,-10.75,119.75,84.44444444444444
1990,JFM,-10.75,120.0,86.66666666666667
1990,JFM,-10.75,120.25,83.33333333333334
1990,JFM,-10.75,120.5,83.33333333333334
1990,JFM,-10.75,120.75,83.33333333333334
1990,JFM,-10.75,121.0,86.66666666666667
1990,JFM,-10.75,121.25,85.55555555555556
1990,JFM,-10.75,121.5,87.77777777777777
1990,JFM,-10.75,121.75,90.0
1990,JFM,-10.75,122.0,84.44444444444444
1990,JFM,-10.75,122.25,85.55555555555556
1990,JFM,-10.75,122.5,84.44444444444444
1990,JFM,-10.75,122.75,87.77777777777777
1990,JFM,-10.75,123.0,84.44444444444444
1990,JFM,-10.75,123.25,85.55555555555556
1990,JFM,-10.75,123.5,78.88888888888889
1990,JFM,-10.75,123.75,80.0
1990,JFM,-10.75,124.0,80.0
1990,JFM,-10.75,124.25,80.0
1990,JFM,-10.75,124.5,77.77777777777779
1990,JFM,-10.75,124.75,77.77777777777779
1990,JFM,-10.75,125.0,77.77777777777779
1990,JFM,-10.75,125.25,73.33333333333333
1990,JFM,-10.75,125.5,68.88888888888889
1990,JFM,-10.5,118.0,91.11111111111111
1990,JFM,-10.5,118.25,91.11111111111111
1990,JFM,-10.5,118.5,88.88888888888889
1990,JFM,-10.5,118.75,87.77777777777777
1990,JFM,-10.5,119.0,87.77777777777777
1990,JFM,-10.5,119.25,85.55555555555556
1990,JFM,-10.5,119.5,85.55555555555556
1990,JFM,-10.5,119.75,85.55555555555556
1990,JFM,-10.5,120.0,87.77777777777777
1990,JFM,-10.5,120.25,86.66666666666667
1990,JFM,-10.5,120.5,82.22222222222221
1990,JFM,-10.5,120.75,81.11111111111111
1990,JFM,-10.5,121.0,84.44444444444444
1990,JFM,-10.5,121.25,87.77777777777777
1990,JFM,-10.5,121.5,85.55555555555556
1990,JFM,-10.5,121.75,84.44444444444444
1990,JFM,-10.5,122.0,85.55555555555556
1990,JFM,-10.5,122.25,87.77777777777777
1990,JFM,-10.5,122.5,85.55555555555556
1990,JFM,-10.5,122.75,88.88888888888889
1990,JFM,-10.5,123.0,88.88888888888889
1990,JFM,-10.5,123.25,88.88888888888889
1990,JFM,-10.5,123.5,81.11111111111111
1990,JFM,-10.5,123.75,78.88888888888889
1990,JFM,-10.5,124.0,72.22222222222221
1990,JFM,-10.5,124.25,75.55555555555556
1990,JFM,-10.5,124.5,75.55555555555556
1990,JFM,-10.5,124.75,74.44444444444444
1990,JFM,-10.5,125.0,77.77777777777779
1990,JFM,-10.5,125.25,75.55555555555556
1990,JFM,-10.5,125.5,66.66666666666666
1990,JFM,-10.25,118.0,88.88888888888889
1990,JFM,-10.25,118.25,88.88888888888889
1990,JFM,-10.25,118.5,87.77777777777777
1990,JFM,-10.25,118.75,84.44444444444444
1990,JFM,-10.25,119.0,85.55555555555556
1990,JFM,-10.25,119.25,84.44444444444444
1990,JFM,-10.25,119.5,84.44444444444444
1990,JFM,-10.25,119.75,82.22222222222221
1990,JFM,-10.25,120.0,86.66666666666667
1990,JFM,-10.25,120.25,85.55555555555556
1990,JFM,-10.25,120.5,82.22222222222221
1990,JFM,-10.25,120.75,85.55555555555556
1990,JFM,-10.25,121.0,83.33333333333334
1990,JFM,-10.25,121.25,82.22222222222221
1990,JFM,-10.25,121.5,85.55555555555556
1990,JFM,-10.25,121.75,90.0
1990,JFM,-10.25,122.0,86.66666666666667
1990,JFM,-10.25,122.25,87.77777777777777
1990,JFM,-10.25,122.5,84.44444444444444
1990,JFM,-10.25,122.75,86.66666666666667
1990,JFM,-10.25,123.0,87.77777777777777
1990,JFM,-10.25,123.25,84.44444444444444
1990,JFM,-10.25,123.5,78.88888888888889
1990,JFM,-10.25,123.75,80.0
1990,JFM,-10.25,124.0,77.77777777777779
1990,JFM,-10.25,124.25,66.66666666666666
1990,JFM,-10.25,124.5,65.55555555555556
1990,JFM,-10.25,124.75,64.44444444444444
1990,JFM,-10.25,125.0,64.44444444444444
1990,JFM,-10.25,125.25,71.11111111111111
1990,JFM,-10.25,125.5,72.22222222222221
1990,JFM,-10.0,118.0,87.77777777777777
1990,JFM,-10.0,118.25,84.44444444444444
1990,JFM,-10.0,118.5,82.22222222222221
1990,JFM,-10.0,118.75,85.55555555555556
1990,JFM,-10.0,119.0,86.66666666666667
1990,JFM,-10.0,119.25,87.77777777777777
1990,JFM,-10.0,119.5,84.44444444444444
1990,JFM,-10.0,119.75,88.88888888888889
1990,JFM,-10.0,120.0,84.44444444444444
1990,JFM,-10.0,120.25,85.55555555555556
1990,JFM,-10.0,120.5,81.11111111111111
1990,JFM,-10.0,120.75,83.33333333333334
1990,JFM,-10.0,121.0,85.55555555555556
1990,JFM,-10.0,121.25,87.77777777777777
1990,JFM,-10.0,121.5,85.55555555555556
1990,JFM,-10.0,121.75,90.0
1990,JFM,-10.0,122.0,87.77777777777777
1990,JFM,-10.0,122.25,88.88888888888889
1990,JFM,-10.0,122.5,86.66666666666667
1990,JFM,-10.0,122.75,91.11111111111111
1990,JFM,-10.0,123.0,87.77777777777777
1990,JFM,-10.0,123.25,86.66666666666667
1990,JFM,-10.0,123.5,86.66666666666667
1990,JFM,-10.0,123.75,82.22222222222221
1990,JFM,-10.0,124.0,74.44444444444444
1990,JFM,-10.0,124.25,64.44444444444444
1990,JFM,-10.0,124.5,54.44444444444444
1990,JFM,-10.0,124.75,60.0
1990,JFM,-10.0,125.0,65.55555555555556
1990,JFM,-10.0,125.25,70.0
1990,JFM,-10.0,125.5,68.88888888888889
1990,JFM,-9.75,118.0,84.44444444444444
1990,JFM,-9.75,118.25,85.55555555555556
1990,JFM,-9.75,118.5,86.66666666666667
1990,JFM,-9.75,118.75,84.44444444444444
1990,JFM,-9.75,119.0,86.66666666666667
1990,JFM,-9.75,119.25,87.77777777777777
1990,JFM,-9.75,119.5,90.0
1990,JFM,-9.75,119.75,91.11111111111111
1990,JFM,-9.75,120.0,88.88888888888889
1990,JFM,-9.75,120.25,84.44444444444444
1990,JFM,-9.75,120.5,86.66666666666667
1990,JFM,-9.75,120.75,87.77777777777777
1990,JFM,-9.75,121.0,87.77777777777777
1990,JFM,-9.75,121.25,88.88888888888889
1990,JFM,-9.75,121.5,87.77777777777777
1990,JFM,-9.75,121.75,90.0
1990,JFM,-9.75,122.0,92.22222222222223
1990,JFM,-9.75,122.25,85.55555555555556
1990,JFM,-9.75,122.5,90.0
1990,JFM,-9.75,122.75,90.0
1990,JFM,-9.75,123.0,87.77777777777777
1990,JFM,-9.75,123.25,88.88888888888889
1990,JFM,-9.75,123.5,85.55555555555556
1990,JFM,-9.75,123.75,83.33333333333334
1990,JFM,-9.75,124.0,81.11111111111111
1990,JFM,-9.75,124.25,81.11111111111111
1990,JFM,-9.75,124.5,56.666666666666664
1990,JFM,-9.75,124.75,57.77777777777777
1990,JFM,-9.75,125.0,63.33333333333333
1990,JFM,-9.75,125.25,77.77777777777779
1990,JFM,-9.75,125.5,80.0
1990,JFM,-9.5,118.0,81.11111111111111
1990,JFM,-9.5,118.25,83.33333333333334
1990,JFM,-9.5,118.5,86.66666666666667
1990,JFM,-9.5,118.75,84.44444444444444
1990,JFM,-9.5,119.0,93.33333333333333
1990,JFM,-9.5,119.25,93.33333333333333
1990,JFM,-9.5,119.5,95.55555555555556
1990,JFM,-9.5,119.75,92.22222222222223
1990,JFM,-9.5,120.0,90.0
1990,JFM,-9.5,120.25,93.33333333333333
1990,JFM,-9.5,120.5,91.11111111111111
1990,JFM,-9.5,120.75,91.11111111111111
1990,JFM,-9.5,121.0,88.88888888888889
1990,JFM,-9.5,121.25,91.11111111111111
1990,JFM,-9.5,121.5,90.0
1990,JFM,-9.5,121.75,92.22222222222223
1990,JFM,-9.5,122.0,92.22222222222223
1990,JFM,-9.5,122.25,90.0
1990,JFM,-9.5,122.5,90.0
1990,JFM,-9.5,122.75,93.33333333333333
1990,JFM,-9.5,123.0,91.11111111111111
1990,JFM,-9.5,123.25,86.66666666666667
1990,JFM,-9.5,123.5,91.11111111111111
1990,JFM,-9.5,123.75,83.33333333333334
1990,JFM,-9.5,124.0,84.44444444444444
1990,JFM,-9.5,124.25,76.66666666666667
1990,JFM,-9.5,124.5,72.22222222222221
1990,JFM,-9.5,124.75,80.0
1990,JFM,-9.5,125.0,81.11111111111111
1990,JFM,-9.5,125.25,71.11111111111111
1990,JFM,-9.5,125.5,75.55555555555556
1990,JFM,-9.25,118.0,88.88888888888889
1990,JFM,-9.25,118.25,92.22222222222223
1990,JFM,-9.25,118.5,92.22222222222223
1990,JFM,-9.25,118.75,86.66666666666667
1990,JFM,-9.25,119.0,93.33333333333333
1990,JFM,-9.25,119.25,93.33333333333333
1990,JFM,-9.25,119.5,93.33333333333333
1990,JFM,-9.25,119.75,92.22222222222223
1990,JFM,-9.25,120.0,93.33333333333333
1990,JFM,-9.25,120.25,96.66666666666667
1990,JFM,-9.25,120.5,93.33333333333333
1990,JFM,-9.25,120.75,91.11111111111111
1990,JFM,-9.25,121.0,87.77777777777777
1990,JFM,-9.25,121.25,91.11111111111111
1990,JFM,-9.25,121.5,86.66666666666667
1990,JFM,-9.25,121.75,91.11111111111111
1990,JFM,-9.25,122.0,88.88888888888889
1990,JFM,-9.25,122.25,90.0
1990,JFM,-9.25,122.5,91.11111111111111
1990,JFM,-9.25,122.75,88.88888888888889
1990,JFM,-9.25,123.0,88.88888888888889
1990,JFM,-9.25,123.25,90.0
1990,JFM,-9.25,123.5,88.88888888888889
1990,JFM,-9.25,123.75,78.88888888888889
1990,JFM,-9.25,124.0,84.44444444444444
1990,JFM,-9.25,124.25,78.88888888888889
1990,JFM,-9.25,124.5,82.22222222222221
1990,JFM,-9.25,124.75,90.0
1990,JFM,-9.25,125.0,86.66666666666667
1990,JFM,-9.25,125.25,82.22222222222221
1990,JFM,-9.25,125.5,65.55555555555556
1990,JFM,-9.0,118.0,94.44444444444444
1990,JFM,-9.0,118.25,94.44444444444444
1990,JFM,-9.0,118.5,92.22222222222223
1990,JFM,-9.0,118.75,90.0
1990,JFM,-9.0,119.0,90.0
1990,JFM,-9.0,119.25,90.0
1990,JFM,-9.0,119.5,91.11111111111111
1990,JFM,-9.0,119.75,93.33333333333333
1990,JFM,-9.0,120.0,93.33333333333333
1990,JFM,-9.0,120.25,94.44444444444444
1990,JFM,-9.0,120.5,91.11111111111111
1990,JFM,-9.0,120.75,87.77777777777777
1990,JFM,-9.0,121.0,83.33333333333334
1990,JFM,-9.0,121.25,86.66666666666667
1990,JFM,-9.0,121.5,84.44444444444444
1990,JFM,-9.0,121.75,88.88888888888889
1990,JFM,-9.0,122.0,85.55555555555556
1990,JFM,-9.0,122.25,88.88888888888889
1990,JFM,-9.0,122.5,88.88888888888889
1990,JFM,-9.0,122.75,86.66666666666667
1990,JFM,-9.0,123.0,86.66666666666667
1990,JFM,-9.0,123.25,88.88888888888889
1990,JFM,-9.0,123.5,88.88888888888889
1990,JFM,-9.0,123.75,85.55555555555556
1990,JFM,-9.0,124.0,90.0
1990,JFM,-9.0,124.25,88.88888888888889
1990,JFM,-9.0,124.5,92.22222222222223
1990,JFM,-9.0,124.75,88.88888888888889
1990,JFM,-9.0,125.0,87.77777777777777
1990,JFM,-9.0,125.25,87.77777777777777
1990,JFM,-9.0,125.5,78.88888888888889
1990,JFM,-8.75,118.0,95.55555555555556
1990,JFM,-8.75,118.25,95.55555555555556
1990,JFM,-8.75,118.5,91.11111111111111
1990,JFM,-8.75,118.75,93.33333333333333
1990,JFM,-8.75,119.0,92.22222222222223
1990,JFM,-8.75,119.25,85.55555555555556
1990,JFM,-8.75,119.5,92.22222222222223
1990,JFM,-8.75,119.75,91.11111111111111
1990,JFM,-8.75,120.0,91.11111111111111
1990,JFM,-8.75,120.25,95.55555555555556
1990,JFM,-8.75,120.5,94.44444444444444
1990,JFM,-8.75,120.75,88.88888888888889
1990,JFM,-8.75,121.0,85.55555555555556
1990,JFM,-8.75,121.25,86.66666666666667
1990,JFM,-8.75,121.5,84.44444444444444
1990,JFM,-8.75,121.75,94.44444444444444
1990,JFM,-8.75,122.0,92.22222222222223
1990,JFM,-8.75,122.25,87.77777777777777
1990,JFM,-8.75,122.5,87.77777777777777
1990,JFM,-8.75,122.75,86.66666666666667
1990,JFM,-8.75,123.0,88.88888888888889
1990,JFM,-8.75,123.25,91.11111111111111
1990,JFM,-8.75,123.5,88.88888888888889
1990,JFM,-8.75,123.75,88.88888888888889
1990,JFM,-8.75,124.0,88.88888888888889
1990,JFM,-8.75,124.25,90.0
1990,JFM,-8.75,124.5,88.88888888888889
1990,JFM,-8.75,124.75,86.66666666666667
1990,JFM,-8.75,125.0,83.33333333333334
1990,JFM,-8.75,125.25,83.33333333333334
1990,JFM,-8.75,125.5,78.88888888888889
1990,JFM,-8.5,118.0,95.55555555555556
1990,JFM,-8.5,118.25,93.33333333333333
1990,JFM,-8.5,118.5,90.0
1990,JFM,-8.5,118.75,92.22222222222223
1990,JFM,-8.5,119.0,93.33333333333333
1990,JFM,-8.5,119.25,88.88888888888889
1990,JFM,-8.5,119.5,94.44444444444444
1990,JFM,-8.5,119.75,91.11111111111111
1990,JFM,-8.5,120.0,92.22222222222223
1990,JFM,-8.5,120.25,91.11111111111111
1990,JFM,-8.5,120.5,92.22222222222223
1990,JFM,-8.5,120.75,92.22222222222223
1990,JFM,-8.5,121.0,92.22222222222223
1990,JFM,-8.5,121.25,88.88888888888889
1990,JFM,-8.5,121.5,85.55555555555556
1990,JFM,-8.5,121.75,94.44444444444444
1990,JFM,-8.5,122.0,92.22222222222223
1990,JFM,-8.5,122.25,90.0
1990,JFM,-8.5,122.5,93.33333333333333
1990,JFM,-8.5,122.75,93.33333333333333
1990,JFM,-8.5,123.0,92.22222222222223
1990,JFM,-8.5,123.25,92.22222222222223
1990,JFM,-8.5,123.5,90.0
1990,JFM,-8.5,123.75,87.77777777777777
1990,JFM,-8.5,124.0,88.88888888888889
1990,JFM,-8.5,124.25,87.77777777777777
1990,JFM,-8.5,124.5,86.66666666666667
1990,JFM,-8.5,124.75,94.44444444444444
1990,JFM,-8.5,125.0,94.44444444444444
1990,JFM,-8.5,125.25,78.88888888888889
1990,JFM,-8.5,125.5,80.0
1990,JFM,-8.25,118.0,96.66666666666667
1990,JFM,-8.25,118.25,92.22222222222223
1990,JFM,-8.25,118.5,91.11111111111111
1990,JFM,-8.25,118.75,92.22222222222223
1990,JFM,-8.25,119.0,88.88888888888889
1990,JFM,-8.25,119.25,85.55555555555556
1990,JFM,-8.25,119.5,90.0
1990,JFM,-8.25,119.75,90.0
1990,JFM,-8.25,120.0,94.44444444444444
1990,JFM,-8.25,120.25,92.22222222222223
1990,JFM,-8.25,120.5,90.0
1990,JFM,-8.25,120.75,97.77777777777777
1990,JFM,-8.25,121.0,96.66666666666667
1990,JFM,-8.25,121.25,92.22222222222223
1990,JFM,-8.25,121.5,86.66666666666667
1990,JFM,-8.25,121.75,92.22222222222223
1990,JFM,-8.25,122.0,90.0
1990,JFM,-8.25,122.25,84.44444444444444
1990,JFM,-8.25,122.5,87.77777777777777
1990,JFM,-8.25,122.75,91.11111111111111
1990,JFM,-8.25,123.0,92.22222222222223
1990,JFM,-8.25,123.25,91.11111111111111
1990,JFM,-8.25,123.5,88.88888888888889
1990,JFM,-8.25,123.75,87.77777777777777
1990,JFM,-8.25,124.0,90.0
1990,JFM,-8.25,124.25,92.22222222222223
1990,JFM,-8.25,124.5,96.66666666666667
1990,JFM,-8.25,124.75,95.55555555555556
1990,JFM,-8.25,125.0,95.55555555555556
1990,JFM,-8.25,125.25,87.77777777777777
1990,JFM,-8.25,125.5,80.0
1990,JFM,-8.0,118.0,95.55555555555556
1990,JFM,-8.0,118.25,91.11111111111111
1990,JFM,-8.0,118.5,92.22222222222223
1990,JFM,-8.0,118.75,88.88888888888889
1990,JFM,-8.0,119.0,87.77777777777777
1990,JFM,-8.0,119.25,87.77777777777777
1990,JFM,-8.0,119.5,92.22222222222223
1990,JFM,-8.0,119.75,93.33333333333333
1990,JFM,-8.0,120.0,92.22222222222223
1990,JFM,-8.0,120.25,92.22222222222223
1990,JFM,-8.0,120.5,90.0
1990,JFM,-8.0,120.75,92.22222222222223
1990,JFM,-8.0,121.0,91.11111111111111
1990,JFM,-8.0,121.25,91.11111111111111
1990,JFM,-8.0,121.5,91.11111111111111
1990,JFM,-8.0,121.75,92.22222222222223
1990,JFM,-8.0,122.0,91.11111111111111
1990,JFM,-8.0,122.25,90.0
1990,JFM,-8.0,122.5,86.66666666666667
1990,JFM,-8.0,122.75,85.55555555555556
1990,JFM,-8.0,123.0,87.77777777777777
1990,JFM,-8.0,123.25,80.0
1990,JFM,-8.0,123.5,84.44444444444444
1990,JFM,-8.0,123.75,83.33333333333334
1990,JFM,-8.0,124.0,86.66666666666667
1990,JFM,-8.0,124.25,84.44444444444444
1990,JFM,-8.0,124.5,83.33333333333334
1990,JFM,-8.0,124.75,88.88888888888889
1990,JFM,-8.0,125.0,92.22222222222223
1990,JFM,-8.0,125.25,87.77777777777777
1990,JFM,-8.0,125.5,84.44444444444444
1990,OND,-11.5,118.0,40.21739130434783
1990,OND,-11.5,118.25,40.21739130434783
1990,OND,-11.5,118.5,38.04347826086957
1990,OND,-11.5,118.75,36.95652173913043
1990,OND,-11.5,119.0,39.130434782608695
1990,OND,-11.5,119.25,36.95652173913043
1990,OND,-11.5,119.5,47.82608695652174
1990,OND,-11.5,119.75,42.391304347826086
1990,OND,-11.5,120.0,40.21739130434783
1990,OND,-11.5,120.25,39.130434782608695
1990,OND,-11.5,120.5,41.30434782608695
1990,OND,-11.5,120.75,43.47826086956522
1990,OND,-11.5,121.0,39.130434782608695
1990,OND,-11.5,121.25,40.21739130434783
1990,OND,-11.5,121.5,40.21739130434783
1990,OND,-11.5,121.75,40.21739130434783
1990,OND,-11.5,122.0,40.21739130434783
1990,OND,-11.5,122.25,43.47826086956522
1990,OND,-11.5,122.5,42.391304347826086
1990,OND,-11.5,122.75,44.565217391304344
1990,OND,-11.5,123.0,46.73913043478261
1990,OND,-11.5,123.25,41.30434782608695
1990,OND,-11.5,123.5,42.391304347826086
1990,OND,-11.5,123.75,38.04347826086957
1990,OND,-11.5,124.0,41.30434782608695
1990,OND,-11.5,124.25,39.130434782608695
1990,OND,-11.5,124.5,41.30434782608695
1990,OND,-11.5,124.75,40.21739130434783
1990,OND,-11.5,125.0,42.391304347826086
1990,OND,-11.5,125.25,45.65217391304348
1990,OND,-11.5,125.5,43.47826086956522
1990,OND,-11.25,118.0,41.30434782608695
1990,OND,-11.25,118.25,38.04347826086957
1990,OND,-11.25,118.5,38.04347826086957
1990,OND,-11.25,118.75,40.21739130434783
1990,OND,-11.25,119.0,43.47826086956522
1990,OND,-11.25,119.25,40.21739130434783
1990,OND,-11.25,119.5,47.82608695652174
1990,OND,-11.25,119.75,41.30434782608695
1990,OND,-11.25,120.0,40.21739130434783
1990,OND,-11.25,120.25,39.130434782608695
1990,OND,-11.25,120.5,43.47826086956522
1990,OND,-11.25,120.75,45.65217391304348
1990,OND,-11.25,121.0,44.565217391304344
1990,OND,-11.25,121.25,43.47826086956522
1990,OND,-11.25,121.5,42.391304347826086
1990,OND,-11.25,121.75,39.130434782608695
1990,OND,-11.25,122.0,42.391304347826086
1990,OND,-11.25,122.25,43.47826086956522
1990,OND,-11.25,122.5,42.391304347826086
1990,OND,-11.25,122.75,44.565217391304344
1990,OND,-11.25,123.0,43.47826086956522
1990,OND,-11.25,123.25,43.47826086956522
1990,OND,-11.25,123.5,46.73913043478261
1990,OND,-11.25,123.75,42.391304347826086
1990,OND,-11.25,124.0,45.65217391304348
1990,OND,-11.25,124.25,41.30434782608695
1990,OND,-11.25,124.5,42.391304347826086
1990,OND,-11.25,124.75,43.47826086956522
1990,OND,-11.25,125.0,41.30434782608695
1990,OND,-11.25,125.25,47.82608695652174
1990,OND,-11.25,125.5,44.565217391304344
1990,OND,-11.0,118.0,43.47826086956522
1990,OND,-11.0,118.25,45.65217391304348
1990,OND,-11.0,118.5,47.82608695652174
1990,OND,-11.0,118.75,44.565217391304344
1990,OND,-11.0,119.0,46.73913043478261
1990,OND,-11.0,119.25,44.565217391304344
1990,OND,-11.0,119.5,46.73913043478261
1990,OND,-11.0,119.75,46.73913043478261
1990,OND,-11.0,120.0,48.91304347826087
1990,OND,-11.0,120.25,46.73913043478261
1990,OND,-11.0,120.5,50.0
1990,OND,-11.0,120.75,47.82608695652174
1990,OND,-11.0,121.0,51.08695652173913
1990,OND,-11.0,121.25,47.82608695652174
1990,OND,-11.0,121.5,45.65217391304348
1990,OND,-11.0,121.75,41.30434782608695
1990,OND,-11.0,122.0,43.47826086956522
1990,OND,-11.0,122.25,42.391304347826086
1990,OND,-11.0,122.5,43.47826086956522
1990,OND,-11.0,122.75,46.73913043478261
1990,OND,-11.0,123.0,44.565217391304344
1990,OND,-11.0,123.25,45.65217391304348
1990,OND,-11.0,123.5,46.73913043478261
1990,OND,-11.0,123.75,47.82608695652174
1990,OND,-11.0,124.0,51.08695652173913
1990,OND,-11.0,124.25,48.91304347826087
1990,OND,-11.0,124.5,51.08695652173913
1990,OND,-11.0,124.75,50.0
1990,OND,-11.0,125.0,47.82608695652174
1990,OND,-11.0,125.25,50.0
1990,OND,-11.0,125.5,47.82608695652174
1990,OND,-10.75,118.0,47.82608695652174
1990,OND,-10.75,118.25,44.565217391304344
1990,OND,-10.75,118.5,51.08695652173913
1990,OND,-10.75,118.75,46.73913043478261
1990,OND,-10.75,119.0,48.91304347826087
1990,OND,-10.75,119.25,44.565217391304344
1990,OND,-10.75,119.5,53.2608695652174
1990,OND,-10.75,119.75,53.2608695652174
1990,OND,-10.75,120.0,55.434782608695656
1990,OND,-10.75,120.25,53.2608695652174
1990,OND,-10.75,120.5,54.347826086956516
1990,OND,-10.75,120.75,47.82608695652174
1990,OND,-10.75,121.0,53.2608695652174
1990,OND,-10.75,121.25,48.91304347826087
1990,OND,-10.75,121.5,47.82608695652174
1990,OND,-10.75,121.75,45.65217391304348
1990,OND,-10.75,122.0,43.47826086956522
1990,OND,-10.75,122.25,45.65217391304348
1990,OND,-10.75,122.5,40.21739130434783
1990,OND,-10.75,122.75,42.391304347826086
1990,OND,-10.75,123.0,45.65217391304348
1990,OND,-10.75,123.25,47.82608695652174
1990,OND,-10.75,123.5,46.73913043478261
1990,OND,-10.75,123.75,52.17391304347826
1990,OND,-10.75,124.0,54.347826086956516
1990,OND,-10.75,124.25,48.91304347826087
1990,OND,-10.75,124.5,52.17391304347826
1990,OND,-10.75,124.75,52.17391304347826
1990,OND,-10.75,125.0,53.2608695652174
